Area,Year,"Stock, large animals","Stock, cattle","Stock, horse","Stock, donkey","Stock, mule","Stock, camel","Slaughtered, pig","Stock, pig","Stock, goat & sheep","Stock, goat","Stock, sheep","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, birds","Meat Production, livestocks","Meat Production, pig, cattle, goat & sheep","Meat Production, pig","Meat Production, cattle","Meat Production, goat & sheep","Milk Production, total","Milk Production, cow","Wool Production, sheep","Wool Production, sheep, fine","Wool Production, sheep, semi-fine","Wool Production, goat, thick","Wool Production, goat, cashmere","Egg Production, birds",Honey Production
Xinjiang,2008,543.39,335.98,83.85,109.25,1.45,12.86,265.52,176.95,3025.68,608.8268487,2416.853151,207.31,2842.26,4532.13,115.31795,100.67815,22.29,32.42,45.96814998,142.31656,137.35876,84026,24229,16823,6300,1156.78,24.89,0.5462
Beijing,2009,23.3792,22.0592,0.2,0.89,0.23,,314.0363,186.5691,67.3646,18.86,48.5046,11.69,86.73,12355.01,47.19134,27.61737,24.12742,2.08735,1.4026,67.3989,67.3856,378,10,53,89,39,15.39878,0.2795
Tianjin,2009,28.22,27.4,0.09,0.51,0.22,,328.93,180.96,38.07,4.29,33.78,21.01,65.58,6184.21,39.4865,30.69,25.66,3.55,1.48,68.6901,68.29,603,44,559,1,,19.6,
Hebei,2009,536.6593,429.1093,20.3,62.89,24.36,,3332.872648,1968.04432,1565.0943,551.3879958,1013.706304,344.33,2059.08,52552.82,426.5825659,336.8370659,253.5589063,55.26267649,28.01548316,461.0267,451.5,34588,6228,16998,2980,676,353.2119968,1.0019
Shanxi,2009,133.6883,90.6,2.2271,21.3444,19.5153,,663.4,498.7766,747.7,375.064547,372.635453,34.6,404.4,5664.29,69.77552685,61.07977685,50.65577685,4.844,5.58,74.07544,72.5,5865.7,509.8,487.7,1330.4,797.2,75.3,0.30362
Neimenggu,2009,868.8507,663.9007,70.66,90.54,34.17,9.58,883.01,683.69779,5197.2,1991.9,3205.3,294,5339.2,8838.7,233.9879,204.2,68.6,47.4,88.2,934.0463,903.1,102027,54234,15509,18455,7375,48.87,0.4522
Liaoning,2009,515.6014,354,26.4558,113.9101,21.2355,,2597,1606.176,717,447.7907737,269.2092263,270,721,68029.27,389.2344,266.84,218.8,40.2,7.84,115.6389,110,10136.018,2511.042,6033.783,2735.568,1215.516,263.097,0.1683886
Jilin,2009,556.63,474.7,47.21,22.17,12.55,,1374.8158,1007.748,422.9,187.87,235.03,283.8,293.8,38451.6,226.2298341,158.6331341,113.1661341,41.82,3.647,44.5,44.5,22010.7,17088.47,4742.61,1169.32,130.38,98.6,1.165813
Heilongjiang,2009,572,533.2,26.8,8.3,3.7,,1512.6,1356.7,897.7,338.2944468,559.4055532,237.9,702.4,17343.2,187.6383356,156.5849356,108.2049356,36.8,11.58,534.6908,528.7,25309,4611,20698,1152,770.3,101.9,1.51677
Shanghai,2009,6.52,6.52,,,,,269.74,175.16,25.1,23.6,1.5,0.02,42.79,4097.7,26.2083,18.1183,17.55,0.012,0.5563,21.2473,21.2473,44.2,,44.2,152.5,,8.04,
Jiangsu,2009,39.65,33.9,0.42,4.08,1.25,,2748.1,1760.2,426.5,419.2359071,7.264092868,17.5,686.9,72665.5,344.402551,215.2365348,204.4765348,3.26,7.5,55.4,55.4,351.366,80.264,271.102,0.784,,185.2,0.5131
Zhejiang,2009,20.37,20.37,,,,,1894,1225.75175,111.55,43.20898761,68.34101239,7.03,102.85,26021.56,170.3735,130.95,128.17,1.04,1.74,19.93,19.93,1856.45,,1856.45,437.63,,43.28,8.8107
Anhui,2009,149.47,148.81,0.2,0.36,0.1,,2680.21,1482.56505,584.2,583.2108668,0.98913317,120.17,968.52,62243.4,362.54762,261.16482,229.8,17.54482,13.82,20.1,20.1,153,48,105,119,,118.1919,1.6312
Fujian,2009,70.2841,70.28,,,,,1922.931792,1315.79,103.3921,103.3921,,21.56,127.55,19419.71,175.1468812,146.8088,142.9,2.165,1.7438,15.5559,15.1969,,,,,,28.75,0.8993
Jiangxi,2009,269.325,269.325,,,,,2714.1878,1569.05,57.25644,57.25644,,121.4,73.45,37644.57,276.0178196,222.8037096,210.78,10.9137096,1.11,11.2,11.2,,,,,,41.3507528,1.1191
Shandong,2009,507.4509825,485.6136825,5.186,13.4161,3.2352,,4155.657713,2753.058883,2096.936176,1688.985021,407.951155,454.34,3057.08,156864.19,684.1344434,443.7973207,341.2655973,69.63172341,32.9,258.1476448,236.2756127,8660.33,1632.746,4592.81,4576.259,925.094,377.1177089,0.8129931
Henan,2009,1080.054,1044.694,12.74,17.06,5.56,,5143.6219,4528.93,1997.24,1900.995571,96.24442875,559.78,2175.6,80512.5,615.0054181,499.4513181,389.5908181,83.97,25.8905,301.2847,281.891,10418.97,947.61,6823.17,4887.02,885.21,382.85,10.0914
Hubei,2009,335.56,334.01,0.91,0.52,0.12,,3735.49,2546.1216,413.2264,413.190862,,118.92,493.98,43551.1,367.0071865,304.7701355,279.9,17.02566186,7.844473685,28.3048,15.5113,3.1,,,10.7,,128.94,0.923336
Hunan,2009,444.8396,440,4.2405,0.4324,0.1667,,5508.6639,4032.759,521.1,518.6936448,2.40635515,139.62,680,36880,476.3481382,422.1449382,395.409322,15.7356162,11,7.6726,7.6726,,,,2,,88.89,0.9972
Guangdong,2009,233.3079,233.1393,0.1686,,,,3600.95,2392.279086,37.1603,37.1603,,52.17,48.11,113617.42,426.9912808,269.0256808,262.0886808,6.06,0.877,14.372,14.03,,,,5,,33.9,1.4448
Guangxi,2009,493.49,448,40.42,0.1,4.97,,3119.905,2332.377,190,190,,143,205,72834,371.2532016,248.8504016,232.3344016,13.36,3.156,8.072,8.072,,,,,,19.338,
Hainan,2009,92.65,92.65,,,,,482.45,411.53,71.79,71.79,,25.34,83.32,12295.27,66.049531,43.05,39.66,2.28,1.11,0.36,0.18,,,,,,3.19,0.05958
Chongqing,2009,122.85,119.39,2.3,0.2,0.96,,2003.1,1604.06528,142.29,142.29,,46.94,166.55,17918.25,187.7029,154.4875,146.5,5.9295,2.058,7.9422,7.9422,4,4,,,,35.9661,1.0792
Sichuan,2009,1107.494549,989.1692492,97.7867,9.94,10.5986,,6915.494135,5122,1723.944596,1573.6,150.3445959,251.79,1576.32,54564.99,632.8102832,527.4079832,474.1944827,28.91350048,24.3,68.65932312,68.17112312,6949,862,4039,516,27,144.1037788,4.5044
Guizhou,2009,626.2112,539.1,83.6385,0.1569,3.3158,,1596.1,1617.96,252.9783192,238.0891065,14.88921261,92.14,190.1,8083.95,169.6259,154.73,140.1,11.4,3.23,4.49,4.49,434,105,329,38,3,12.2,0.2017
Yunnan,2009,919.54,742.57,74.36,34.06,68.55,,2824.5,2736.17,877.59,774.0222648,103.5677352,252.63,687.12,17953.59,304.59429,270.8817376,230.8235,27.9878,12.0704376,105.9339,48.3753,1744,231,1002,104,,20.7547,0.6903
Xizang,2009,697.08,645.1,41.47,8.68,1.83,,14.69,30.47,1674.5,494.37,1180.13,123.65,526.3,103.7,24.02711,23.817,1.217,14.22,8.38,28.7232,22.9815,8837,669,1501,1224,550.23,0.284831581,
Shaanxi,2009,193.02,169,0.78,16.82,6.42,,1063.6,920.3315,670.2,539.9170856,130.2829144,53.8,487.2,4530,98.6812,90.1,75,7.8,7.3,185.8326,149.2,5655,2515,1507,2152,1217,48.05,0.4065
Gansu,2009,591.18,432.45,13.6,100.68,43,1.45,622.34,568.91,1726.66,386.4186207,1340.241379,148.71,984.53,3301.83,82.8828,76.55,45.84,15.07,15.64,37.66,37.66,26127,8544,5516,1762,359,13.9,0.0852
Qinghai,2009,480.66,444.62,21.36,5.64,8.22,0.82,134.78,109.77,1497.75,227.59,1270.16,92.5,552.91,322.2,26.9078,26.1386,9.192,8.1,8.8466,25.346,25.3142,14573,690,4531,805,416,1.5151,0.1043
Ningxia,2009,104.66,92.05,0.37,8.55,3.66,,127.2,91.7,470.24,138.2,332.04,50.94,395.26,1102.42,25.5541,23.24,9.16,7.28,6.8,81.14,81.14,5674,187,2319,349,317,7.48,0.0758
Xinjiang,2009,536.87,330.8,84.6,107.17,1.35,12.95,254.23,180.42,3127.527263,569.44,2558.087263,210.89,2749.27,4998,115.35,99.71,22.03,33.88,43.8,125.15,120.88,71600,25600,13500,4400,1260.77,23.2,0.77
Beijing,2010,21.92,20.69,0.18,0.85,0.2,,311.8380459,183.2108562,60.63,16.18,44.45,11.1,86.44,11774.32,46.26691417,27.54133353,24.10329258,2.03934095,1.3987,64.1022056,64.0837056,339,12.7,84.9,79.4,41.4,15.13700074,0.3012
Tianjin,2010,29.58,28.8,0.11,0.47,0.2,,358.20477,186.93168,37.4,4.7,32.7,18.11,66.8,6951.05,42.61083,32.57075,27.9694,3.09915,1.5022,69.34119,69.04119,467,34,433,2,,18.7376,
Hebei,2010,503.87,404.2,18.85,57.73,23.09,,3222.887851,1846.025572,1408.6,462.23,946.37,361.2,2143.5,47980.73,416.7115893,332.5778693,245.1914624,58.08107299,29.30533396,449.0809,439.761,29290,3945,16304,2728,776,339.083517,1.1152
Shanxi,2010,127.6422,90.1,1.7064,18.8726,16.9617,,683.9654,474.8353232,734.7,353.4,381.3,34.98,405.6,5822.89,72.43519714,63.60391414,53.08725414,4.91666,5.6,74.937404,73.225,7093.79,763.5,974,1284.74,665.69,70.4808,0.315548
Neimenggu,2010,883.4,676.5,71.9,92.1,32.9,10,913.91535,684.3814878,5277.2,1708.2,3569,306.79,5397.9,8958.91,238.6565,210.80118,71.8928,49.70838,89.2,945.68373,905.17713,107452,50442,15443,12579,8104,49.998897,0.4174
Liaoning,2010,525.918,366.744,26.9375,112.1175,20.119,,2682.701,1567.627776,733.4912315,414.1,319.3912315,278.91,729.65,71974.97,406.7067508,277.93592,228.4272,41.5668,7.94192,126.6518,121.22,12153.703,2347.21,6365.759,2565.09,1292.58,275.725656,0.172809
Jilin,2010,537.55,455.72,45.77,23.17,12.89,,1454.555116,986.585292,398.79,117.57,281.22,293.73,305.55,37759.47,238.876519,166.910519,119.842936,43.24188,3.825703,44.6303,43.521,22801.23,13659.93,8769.74,756.14,184.73,95.642,1.2044
Heilongjiang,2010,573.62,533.72,27.59,8.85,3.46,,1601.8434,1360.7701,893.2120505,331.59,561.6220505,251.94,734.71,18088.96,197.9103219,165.6556219,114.4808219,39.0448,12.13,558.7765,552.4915,27058,5574,19399,1724,819,105.2627,1.6402
Shanghai,2010,6.83271,6.83271,,,,,265.98,171.87,24.46,23.32,1.14,0,42.12,4083.76,26.1689,18.41,17.87,,0.54,24.71,24.71,44,,,162,,6.28,
Jiangsu,2010,40.86,35.66,0.38,3.73,1.09,,2847.0316,1728.5164,411.15,401.32,9.83,18.71,672.48,80440.71,365.8120733,223.9129693,213.0645493,3.47842,7.37,57.2836,57.2836,349.598,67.133,282.465,0.819,,190.5708,0.5079
Zhejiang,2010,19.89,19.89,,,,,1922.2206,1248.428157,111.67,42.1,69.57,7.66,111.21,26630.46,175.106246,134.929707,131.899747,1.12996,1.9,20.270138,20.260838,1873.38,,1873.38,441.49,,44.279768,7.2061
Anhui,2010,151.5325899,150.9010899,0.1746,0.3671,0.0898,,2782.05798,1442.535794,590.5,589.595326,0.90467404,125.22,994.7,64795.38,376.9425921,271.2789921,238.7622,18.31679208,14.2,20.4819,20.4819,164,9,155,115,,119.0192433,1.6447
Fujian,2010,70.1737,70.1696,,,,,1963.31,1272.57,106.2415,106.2415,,22.35,133.29,19934.33,180.2063,150.6932,146.62,2.25,1.8232,15.71,15.41,,,,,,26.28,0.8641
Jiangxi,2010,277.1,277.1,,,,,2847.183002,1540.650195,55.8,55.8,,123.95,73.1,40016.18,289.9161196,233.3729449,221.10822,11.16472492,1.1,11.8528,11.4016,,,,,,41.97101409,1.1535
Shandong,2010,502.3922,483.67,4.272,11.8716,2.5786,,4301.105733,2747.552766,2138.88,1709.64,429.24,449.35,3005.11,163295.62,704.3602292,454.5367725,353.2098932,68.65687928,32.67,271.558668,253.0511812,9010.602,1539.006,4708.818,4585.857,823.557,384.2829454,0.6166513
Henan,2010,1044.79,1010.2,13.08,16.08,5.43,,5390.515751,4547.04572,1895.4,1794.9438,100.4562,551.94,2114.7,85101.71,638.3703574,516.5375074,408.2911774,83.04633,25.2,307.889312,290.911512,8930.04,969.7,6248.56,5235.38,933.1,388.59275,9.82651
Hubei,2010,327.53,325.99,0.92,0.46,0.16,,3827.383054,2476.103256,401.66,401.26,0.4,123.08,509.34,46665,379.3489978,312.7331427,286.95348,17.68966268,8.09,30.4102926,13.9911926,,,,14,100,132.589002,1.5442
Hunan,2010,440.3091,435.2,4.2614,0.6685,0.1792,,5723.501792,4044.857277,509.6,508.28,1.32,144.51,656.2,38355.2,494.78925,439.28255,412.4119228,16.27062715,10.6,7.7953616,7.7953616,,,,2,,91.73448,1.0785
Guangdong,2010,229.3269,229.1759,0.151,,,,3732.02458,2253.287671,37.0116588,37.0116588,,53.47,49.5,113731.04,441.0969725,282.6360825,275.4552035,6.269676,0.911203,14.493617,14.225017,,,,6,,34.4085,1.5547
Guangxi,2010,495.55,450,39.93,0.11,5.51,,3230.037647,2344.038885,193.4,193.4,,146.27,212.3,77058.37,387.8032426,258.5341879,241.5348439,13.699344,3.3,8.209224,8.209224,,,,,,20.024499,0.9286
Hainan,2010,92.58,92.58,,,,,505.655845,413.217273,69.92,69.92,,25.31,83.28,12602.65,68.469696,44.58044,41.230536,2.249904,1.1,0.190008,0.190008,,,,,,3.500068,0.071667
Chongqing,2010,131.39,128.08,2.14,0.29,0.88,,2010.51147,1557.8682,168.41,168.25,0.16,49.12,191.33,19674.24,192.4588407,156.2723407,147.5548,6.2722251,2.4453156,7.982011,7.981911,4,4,,,,37.21772028,1.1915
Sichuan,2010,1084.95,964.4,99.35,10.17,11.03,,7178.282912,5157.854,1658.5,1421,237.5,255.82,1609.36,56420.2,656.6388939,546.4189939,492.213873,29.40502999,24.80009085,70.30653008,69.80723008,7060,887,4151,461,34,144.3919864,4.3048
Guizhou,2010,627.6413,541.7955,82.1139,0.1703,3.5616,,1688.6738,1616.34204,261.1,248.05,13.05,96.56,198.7,8391.14,179.08777,163.4785,148.0857,11.9928,3.4,4.58878,4.58878,441.2,131,303.2,53,3,12.505,0.18935
Yunnan,2010,923.0702,746.65,74.3012,35.0289,67.0901,,2961.7707,2766.815104,877.941036,780.4830043,97.45803168,268.47,730.62,19316.27,321.3733101,285.3205196,242.5262515,29.8909704,12.90329779,54.1475626,50.4070626,1865,237,1310,70,9,20.7962094,0.6453
Xizang,2010,662.1946,610.2646,41.57,8.54,1.82,,14.963234,29.638169,1656.0805,488.93193,1167.14857,127.24,545.77,111.33,24.98424084,24.744646,1.263246,14.77458,8.70682,29.38037465,23.28255765,8171.75,997.28,1681.52,1305.87,1116.97,0.285800009,
Shaanxi,2010,186.35,165,0.71,15.23,5.41,,1111.462,884.4385715,635.21556,526.7042506,108.5113094,50,477.9,4780.96,102.62352,93.68852,79.125,7.30002,7.2635,177.58196,137.45796,6921,3092,2215,2320,1496,47.06978,0.4272
Gansu,2010,595.03,435,13.55,101.95,42.69,1.84,638.769776,567.20327,1749.3,376.1,1373.2,157.5,979.6,3360.27,84.36194,77.97809,46.2984,16.07969,15.6,36.281644,36.281644,27546,8099,5229,1696,,13.80965,0.094
Qinghai,2010,485.74,450.25,21.51,5.38,7.75,0.85,131.383544,113.150916,1505.157787,194.3141394,1310.843647,94.75,586.86,342.27,28.287996,27.421638,9.182808,8.45883,9.78,26.25558552,26.21538552,16894,873,4796,1083,417.48,1.5590379,0.1059
Ningxia,2010,102.96,90.68,0.31,8.5,3.44,,119.97504,73.69929,473.1,130.56,342.54,52.08,425.3,1135.05,25.713344,23.320724,8.528876,7.491848,7.3,84.54788,84.54788,6889,374,1827,535,378,7.150132,0.0826
Xinjiang,2010,536.82,330.47,85.29,106.96,1.19,12.91,262.721282,171.958302,3013.37,528.73,2484.64,216.69,2947.22,5024.49,121.736322,105.468961,23.049989,35.468972,46.95,132.826732,128.604232,83950,29116,12390,2909,1323.97,24.35072,0.8566
Beijing,2011,22.2815,21.0915,0.17,0.84,0.18,,312.2039,179.3372,57.7661,16.0339,41.7322,11.4,78.62,10736.65,44.41555924,27.60542,24.2146,2.0971,1.29372,63.97592,63.97545,296.2,9.7,73.8,62.9,35,15.1463,0.32696
Tianjin,2011,30,29.36,0.09,0.4,0.15,,352.7,191.26,36.06,4.572760859,31.48723914,18,65.97,7215.72,42.92,32.17,27.6,3.08,1.49,69.391,69.09,518,60,458,2,,18.67,0.0066
Hebei,2011,495.715,400.305,18.2,55.8,21.41,,3235.8221,1885.2,1457.202,467.53731,989.66469,338.98,2050.68,50730.79,418.1762,329.4724,246.6,54.4609,28.4115,466.9359,458.8954,28748,4122,15570,2683,776,339.837,1.1582
Shanxi,2011,121.2228,86.1,1.5797,18.539,15.0022,,672.1,446.1,778.7,369.2474646,409.4525354,31.4,401.7,6049.3,71.296155,62.25,52.2,4.5,5.55,75.879669,74.6,6855.07,2188.83,2392.69,1293.94,647.99,71,0.413584
Neimenggu,2011,846.0363,634.5,74.5976,94.3257,31.6951,10.9179,905.1,684.2,5275.95,1706.11,3569.84,306.79,5300.17,9434.46,237.4230422,208.26,71.3,49.73,87.23,931.4410372,908.2,106599.487,58854.141,14313.027,12561.211,7643.808,52.52,0.3193585
Liaoning,2011,530.81,371.2,24.84,116.31,18.46,,2652.1,1585.4,725.6,401.8,323.8,281.8,725.8,73526.4,408.1721,275.81,225.9,42,7.91,131.9837,124.5,13471,2405,7717,2169,1116,277.4,0.1659
Jilin,2011,508.86,423.73,43.41,28.78,12.94,,1480.203,989.28,391.5655,102.1033666,289.4621334,294.34,310.91,38824.75,243.91024,169.287,121.99,43.395,3.902,46.0262,45.241,23093.91,12398.77,9618.75,1011.3,185.53,95.29,1.5155
Heilongjiang,2011,557.68,518.81,26.74,8.7,3.43,,1635.9198,1367.933287,915.684,337.2932379,578.3907621,252.82,716.56,18629.52,201.2086442,167.9881242,116.9,39.335,11.7531242,550.3599671,543.1024671,28952,5532,21180,1464,701,105.413,2.037
Shanghai,2011,6.98,6.98,,,,,267,180.65,24.4,23.27,1.13,0,41.23,4300,27.588,19.67,19.12,,0.55,29.08,29.08,49,,,181,,6.3,0.0759
Jiangsu,2011,39.1219,34.0519,0.36,3.64,1.07,,2878.23,1745.49245,415.5719,405.69,9.88,19.36,663.73,84142.96,375.92303,226.7578,215.86,3.5778,7.32,59.17,59.17,326,83,243,0.819,,194.863,0.4116
Zhejiang,2011,19.13,19.13,,,,,1929.91,1281.93,109.45,41.91,67.54,8,111.64,24317.81,175.9519,138.82,135.83,1.15,1.84,19.9139,19.91,1993.92,,1993.92,424.03,,47.17,7.8345
Anhui,2011,147.6788,147.23,0.1461,0.2389,0.0638,,2721.089,1467.311,591.6,590.6,1,120.35,988.48,67795.45,375.46834,265.0704,233.071,17.82,14.1794,22.518,22.5131,148,9,139,127,,119.6541,1.8287
Fujian,2011,69.7734,69.7694,,,,,1950.43,1297.79744,107.5822,107.5822,,23.29,138.47,21765.01,182.95733,150.85183,146.60263,2.3513,1.8979,15.7934,15.468,,,,,,25.22150441,0.9105
Jiangxi,2011,281.4,281.4,,,,,2884.8,1570.5,53.9,53.9,,125.9,70.5,41416.8,295.59946,236.89,224.1,11.7,1.09,12.2527,11.8,,,,,,44.5,1.27823
Shandong,2011,509.0823811,492.8609811,3.1458,11.1421,1.9335,,4234.2444,2837.133,2150.9,1638.867,512.033,433.39,2901.22,173298.59,711.0528783,445.6164,346.9,66.23,32.4864,278.9510061,268.86688,8922.718,1626.854,4570.247,4083.211,727.946,401.187,0.5998212
Henan,2011,988.6,955,12.6,16.33,4.67,,5361.2,4569,1865,1785,80,545,2050,88850,641.6521,513.2,406.4,82,24.8,321.1379,306.6,8250,875.34,4830.44,5770,858.8,390.5,9.96517
Hubei,2011,321.79,320.5,0.76,0.39,0.14,,3871.39,2533.05,421.98,421.5637576,0.416242407,126.36,501.94,45885.14,381.9287629,316.73398,290.54,18.171,8.02298,34.7755,14.22,3.5,,3.5,4.9,101,137.03,2.3163
Hunan,2011,430.7757,425.6,4.33,0.6851,0.1606,,5575.9,4158.2,512.6,511.1,1.5,141.5,633.1,39264.2,489.4763,432.53,406.1,16.2,10.23,8.1,8.1,,,,3,,93.5,1.099
Guangdong,2011,233.9822,233.82,0.1622,,,,3664.101733,2300.5984,40.56,40.56,,55.94,50.79,111843.1,434.6806934,278.4489837,270.9652837,6.5587,0.925,14.5129,14.2289,,,,6,,34.8433,1.6079
Guangxi,2011,486.58,441.7,39.5,0.13,5.25,,3195.116,2411.976,198.235,198.235,,150.4,204.96,79169.8,391.0780567,257.2657365,239.7868365,14.267,3.2119,8.88306,8.88306,,,,,,20.995,0.9752
Hainan,2011,90.515466,90.515466,,,,,513.736,416.49,70.052848,70.052848,,25.64,83.43,13763.24,71.639259,45.66548,42.2,2.354,1.11148,0.19,0.19,,,,,,3.32395,0.073735
Chongqing,2011,127.86,124.53,2.15,0.28,0.9,,2020.87,1540.57,176.73,176.57823,0.15177,51.85,202.64,20863.42,196.2795,157.81,148.55,6.65,2.61,8.0003,8,4,4,,3,,37.42,1.2386
Sichuan,2011,1093.3211,968.2576,103.279,10.4373,11.3472,,7002.6,5101.7947,1661.7168,1435.6,226.1168,251.06,1550.8,57943.55,651.1665,537.6294,484.8,28.9294,23.9,71.72257468,71.20337468,7152,967,4206,510,30,144.846,4.3344
Guizhou,2011,550.8169,467.11,80.2657,0.1502,3.291,,1689.66,1521.6,256.49,243.32,13.17,97.21,197.31,8878.57,179.9729566,163.66,148.29,12,3.37,4.8502,4.85,438.5,126,309,158.1,3,13.65,0.20292
Yunnan,2011,927.6612,745.67,75.8677,39.2725,66.851,,2964.72,2689.82,900.89,802.6867275,98.20327245,273.33,735.46,19526.25,324.3575,287.581,243.86,30.691,13.03,56.615,52.39,1602,172,1074,155,5,21.65,0.7352
Xizang,2011,660.3665,614.9,35.5561,8.14,1.7704,,16.4,32.3,1646.0805,607.7329206,1038.347579,127.5,535.8,120.5,26.13504891,24.76458,1.36,14.77458,8.63,29.817562,23.8,8514.26,443.05,3091.82,1582.04,1017.57,0.3329,
Shaanxi,2011,170.143,150.1,0.7337,14.168,5.1413,,1063.7,880,643,529.5050842,113.4949158,50.5,434.2,4207.25,99.599003,91.39,77.3,7.39,6.7,182.368906,140.5,6074.63,2606.06,1891.46,2248.52,1642.32,50.3,0.4457314
Gansu,2011,593.14,433.88,14.16,101.18,41.91,2.01,633.11,560.3,1757.12,376.585,1380.535,157.66,968.98,3412.33,83.75302,77.38,45.81,16.14,15.43,37.6856,37.01,28993,9349,5881,1877,375,14.2,0.0888
Qinghai,2011,478.79,442.4,22.29,5.4,7.71,0.99,130.17,115.2,1497.54,193.64,1303.9,95.02,588.73,372.36,28.8397607,27.8,9.16,8.7,9.94,28.4472,26.96,17537,525,5185,1874,414.1,1.76,0.1044
Ningxia,2011,103.0628,91.76,0.2692,7.7791,3.224,0.1,99.68,68.31,479.45,125.88,353.57,52.03,443.87,1147.98,25.2387,22.65,7.32,7.48,7.85,96,96,7612,895,1899,623,448,7.29,0.0864
Xinjiang,2011,523,318.2,85.66,104.73,1.08,13.33,256.1,158.2,3016.4053,489.6783904,2526.72691,203.87,2913.83,5283.25,119.9823995,102.69655,22.5,33.7606,46.43595,133.9081,130.5,86918,29584,13478,3169,1261,25.60504011,0.9542
Beijing,2012,22.28,21.36,0.17,0.61,0.14,,306.11,187.39,58.07,16.63286428,41.43713572,11.88,71.8,10089.37,43.19195508,27.32,23.94,2.17,1.21,65.05002,65.05,288.2,6.5,42.6,72.4,34.4,15.24,0.25542
Tianjin,2012,29.65,29.14,0.067,0.313,0.125,,374.21,193.74638,41.39,4.87,36.52,19.02,65.01,8009.45,45.7998,33.93,29.2,3.26,1.47,68.168,67.87,511,59,452,2,,18.66,
Hebei,2012,498.157135,403.107135,18.44,55.49,21.12,,3396.7,1847.496,1413.48594,450.4900668,962.9958732,340.33,2071.5,57935.9,442.9107,343,259,55.3,28.7,478.963085,470.367785,30663,4757,17076,2698,810,342.555696,1.2062
Shanxi,2012,122.7147,91.9548,1.4606,16.2886,13.0063,,723.8517,473.7582,833.9877,364.1423039,469.8453961,33.88,427.01,6999.12,77.395421,67.14375,56.3238,4.887,5.93295,80.989212,79.9712,7832.82,2434.72,2881.05,1432.06,739.13,74.692,0.428628
Neimenggu,2012,839.0918,624.9825,75.8641,95.9765,30.0127,12.256,940.3989,693.7788,5144.05125,1659.648387,3484.402863,316.3,5390.27,11887.42,245.75195,213.73595,73.9381,51.17217,88.62568,930.6508,910.202,104190,51301,18889,12437,7642,54.46324,0.2365
Liaoning,2012,524.4331,367.1168,22.8552,117.4283,17.0327,,2728.5,1592.6,721.8,392.3,329.5,286.87,719.7,76678.3,418.70417,281.27837,230.1921,43.2,7.88627,130.2032,124.749,14660,3828,10636,1827,1056,279.8966,0.1484
Jilin,2012,504.24714,431.35714,37.14,26.48,9.27,,1625.262894,1001.15136,393.914893,69.40867235,324.5062207,296.4,324.28,41234.3,259.958734,181.767734,132.72512,44.95722,4.085394,49.8,49.1,20273.59,11457.95,8754.84,735.52,185.8,100.24508,1.558
Heilongjiang,2012,557.64762,519.84762,25.87,8.69,3.24,,1765.157464,1381.61262,898.3124707,323.0179415,575.2945292,255.98,740.92,20276.99,216.195447,180.1515316,128.3562,39.6896137,12.10571792,564.9895436,559.9386436,31755,5453,23404,1479,707,108.153738,1.9691
Shanghai,2012,6.98,6.98,,,,,257.24,178.75,25.61,24.46,1.15,0.02,42.98,3650.38,25.796314,19.3118,18.7376,0.0074,0.5668,30.18,30.18,33.88,,,173.55,,5.9,0.092044
Jiangsu,2012,36.4019,32.0619,0.31,2.98,1.05,,3043.1245,1775.165822,400.6113116,391.2395509,9.371760739,18.82,687.96,88575.92,396.5175,239.9226,228.84,3.4726,7.61,61.298,61.298,340,81,259,9,,197.201356,0.3975
Zhejiang,2012,17.7,17.7,,,,,1934.41,1338.33492,107.18,42.16,65.02,8.48,103.35,25151.23,180.7859,142.53,139.71,1.15,1.67,19.2733,19.27,1971.9,,1971.9,418.02,,48.14,8.7569
Anhui,2012,152.2629824,151.8538824,0.1291,0.2187,0.0613,,2927.619655,1555.202929,592.1916,591.210413,0.981186976,121.97,1016.16,70926.25,397.7356499,282.3876535,249.6700658,18.12698514,14.5906026,24.08676569,24.08676569,145,54,91,145,10,122.6454525,1.89
Fujian,2012,68.4668,68.4628,,,,,2069.054664,1340.856795,110.8126,110.8126,,24.33,143.05,28436.76,200.8469731,159.9649733,155.5511733,2.4507,1.9631,15.3878,15.0357,,,,,,25.35822107,1.0006
Jiangxi,2012,294.5,294.5,,,,,3050.6,1645.884,54.6,54.6,,129.5,70.85,43026.2,311.1042,250.5,237.3,12.1,1.1,12.6,12.6,,,,,,45.7905,1.2899
Shandong,2012,514.1981738,499.2681738,3.0289,10.2332,1.6679,,4599.870527,2902.387059,2163.8054,1622.85405,540.95135,437.29,2915.73,188437.62,764.1640487,476.7585502,376.6963786,66.95853,33.1036416,294.090761,283.9234253,9617.972,1652.085,5082.697,4237.173,751.996,401.989374,0.6101045
Henan,2012,942.335,908.205,12.2,17.38,4.55,,5711.25,4587.28,1827.7,1751.0493,76.6507,534.65,2027.45,94358.7,677.354005,537.6924,432.5,80.442,24.7504,330.4314,316.1046,8439,883.048,4869.146,5849,867.711,404.1675,9.9607
Hubei,2012,334.8595,333.6405,0.7487,0.3622,0.1081,,4180.839427,2543.1822,435.06138,434.5108251,0.550554868,131.72,510.97,49866.39,412.2702704,344.3633491,317.26968,18.94232145,8.15134768,15.739292,15.34338,3.33,,3.33,74.86,,139.35951,2.007107
