Area,Year,"Stock, large animals","Stock, cattle","Stock, horse","Stock, donkey","Stock, mule","Stock, camel","Slaughtered, pig","Stock, pig","Stock, goat & sheep","Stock, goat","Stock, sheep","Slaughtered, cattle","Slaughtered, goat & sheep","Slaughtered, birds","Meat Production, livestocks","Meat Production, pig, cattle, goat & sheep","Meat Production, pig","Meat Production, cattle","Meat Production, goat & sheep","Milk Production, total","Milk Production, cow","Wool Production, sheep","Wool Production, sheep, fine","Wool Production, sheep, semi-fine","Wool Production, goat, thick","Wool Production, goat, cashmere","Egg Production, birds",Honey Production
Chongqing,2001,174.19,170.61,2.3,0.21,1.07,,1702.32,1636.4,168.67,168.4891257,0.180874252,41.18,182.62,10534.67,146.2803,129.3951,122.6351,4.71,2.05,6.7792,6.7791,6,6,,,,29.7922,0.3849
Sichuan,2001,1111.92,1022.2,74.59,7.4,7.73,,5964,5270.8,1287,903.80084,383.19916,207,1060,33497.3,541.336,479.8,441.2,22.3,16.3,33.3375,32.9588,4288,351,1814,384,43,108.759,2.6567
Guizhou,2001,746.12,671.4,72.56,0.14,2.02,,1223.89,1787.66,350,329.9022969,20.09770312,55.91,179.2,4081.5,131.655762,122.806134,110.884434,7.5792,4.3425,2.003728,2.003728,287.31,42,245.31,44,,7.004916,0.1423
Yunnan,2001,973.21,793.39,83.66,31.87,64.29,,2135.87,2518.63,838.31,731.62,106.69,137.05,368.56,8950.96,219.5391,203.8442,183.685,13.8199,6.3393,17.0644,15.589,1660,319,1121,90,9,11.8038,0.6331
Xizang,2001,607.28,552.7,40.77,12.34,1.47,,12.7,23.9,1728.9,617.556428,1111.343572,85.3,467.7,0,16.0069,16.0069,0.8338,8.9433,6.2298,23.059,18.1432,8101,125,5719,1051,705,0.2424,
Shaanxi,2001,296.64,255.8,1.64,27.4,11.8,,758.73,673.96,664.5,533.5660592,130.9339408,64.1,378,5210.6,85.532995,75.760995,61.836495,8.1703,5.7542,69.4701,43.467,3415,2050,332,896,586,42.4777,0.2588
Gansu,2001,565.85,349.39,25.69,124.54,64.18,2.05,613.94,595.99,1172.86,301.08,871.78,87.57,529.65,2627.4,65.133655,60.465955,43.389735,8.71514,8.36108,15.5936,15.1581,14676,5354,2999,1560,351,11.9078,0.1807
Qinghai,2001,454.85,401.27,28.89,9.62,14.18,0.89,101.42,103.26,1676.79,279.5583662,1397.231634,89.31,485.91,226.27,22.1856,21.6279,7.0037,6.9973,7.6269,22.8289,21.6514,15775,346,4308,791,313,1.2941,
Ningxia,2001,85.52,54.5,1.01,20.27,9.65,0.09,120.2,110.6,467.2,146.3875425,320.8124575,18.6,223,1267.4,16.311,13.8257,7.6003,2.5113,3.7141,27.6042,27.5997,6068,156,1619,863,404,8.7013,0.0815
Xinjiang,2001,630.67,386.4,99.38,126.06,2.84,15.99,166.08,151.92,3764.9,601.1431934,3163.756807,179.3,2147.3,4865.83,90.8357,76.6745,12.2003,23.9898,40.4844,87.8469,81.0898,69921,26402,12312,3127,973,20.3736,0.3061
Beijing,2002,30.99,27.43,0.48,2.02,1.06,,483.18428,277.8286614,175.24,59.76,115.48,26.81,263.88,16385.89,70.68282892,42.9890996,33.8228996,4.922,4.2442,55.0933,55.0805,1380,44,1336,397,128,15.2145,0.2789
Tianjin,2002,44.13,37.29,0.71,4.47,1.66,,362.36,269.94,93.73,34.44,59.29,27.93,124.74,8405.41,44.8287,33.4782,26.0899,4.5566,2.8317,33.5936,33.593,1110,77,1033,97,1,24.4677,0.0073
Hebei,2002,929.44,703.16,40.64,130.04,55.6,,3541.06,2614.28,2101.12,897.388352,1203.731648,480.02,2030.69,57389.69,458.2039,363.1001,265.1646,71.2296,26.7059,148.8852,136.8887,28657,4514,11860,4666,901,389.4434,0.8049
Shanxi,2002,297.99,217.49,5.22,36.62,38.66,,592.03,472.74,1067.97,454.95522,613.01478,50.21,484.05,3508.3,64.9118,59.0174,45.3492,6.7239,6.9443,47.1644,44.7145,7685,1519,939,1702,668,45.6533,0.2485
Neimenggu,2002,543.37,327.32,79.67,77.73,50.96,7.69,838.4593,681.82,3951.74,1545.8,2405.94,129.6,2156.01,7005.95,145.7755,128.1837,74.884,19.489,33.8107,168.8941,165.1996,58538,33681,12712,5133,4531,27.6578,0.2298
Liaoning,2002,421.46,264.8,34.36,92.93,29.37,,1539.8,1281.8,446,204.8924,241.1076,198.6,319.84,45592,253.892,166.4679,132.3696,29.6578,4.4405,30.8242,28.1231,9158,4073,4885,1119,372,159.8264,0.8148
Jilin,2002,560.39,460,64.98,17.29,18.12,,1008.56,474.48,372.32,58,314.32,295.9,284.83,43547.7,204.2758,116.1104,75.642,36.9973,3.4711,18.8923,17.996,21675,18900,2775,362,48,84.0392,0.5463
Heilongjiang,2002,564.6,491.91,59.99,7.57,5.13,,1131.31,1010.81,749.1,228.72,520.38,192.3,319.62,13856.39,143.9636,115.4026,82.4388,28.2361,4.7277,239.7707,235.7546,17505,4576,12929,251,194,84.5941,0.7781
Shanghai,2002,6.2,6.2,,,,,450,216.13,47,40.3636,6.6364,0.37,72,15900,51.5739,26.024,25.1,0.06,0.864,27.9837,27.9837,68,,68,171,,16.6472,0.0716
Jiangsu,2002,78.84,63.61,0.97,11.82,2.44,,2955.71,2011.7,1147.02,1109.512446,37.507554,28.54,1504.26,60486.36,349.4,239.8571,217.36,5.3371,17.16,45.5096,45.269,746,512,234,8,,187.25,0.6542
Zhejiang,2002,39.63,39.63,,,,,1719.15,1139.17,258.61,136.778829,121.831171,8.97,181.08,18693.32,147.8325,119.3965,115.0861,1.2269,3.0835,22.1539,22.1539,1637,,1637,560,,43.4886,6.9707
Anhui,2002,587.6439058,582.5039058,1.49,2.84,0.81,,2453.87099,1995.371632,948.6547467,945.8087825,2.84596424,252.26,852.2,44203.84,316.9859973,248.4649329,201.2174212,35.31668633,11.93082541,7.3765,7.3764,131,14,117,83,12,115.3096,1.1622
Fujian,2002,109.4,109.3,0.07,,,,1488.34,1132.89,106.4,106.4,,23.9,107.8,18093.97,142.460032,114.407051,110.612051,2.3281,1.4669,14.1622,13.836,,,,10,,40.7915,0.6491
Jiangxi,2002,356.71,356.71,,,,,1957.03,1369.92,73.9,73.9,,67.08,74.36,28153.71,195.483,157.0263,149.9062,5.9952,1.1249,7.8732,7.8732,,,,,,35.3658,0.8524
Shandong,2002,1128.76,1018.93,17.89,76.87,15.07,,3803.18,2882.96,3039.45,2389.0077,650.4423,488.12,3358.58,126352.58,626.9977,421.2127,314.8382,76.1473,30.2272,116.7595,90.3023,19527,4790,14737,8774,842,399.4099,1.0106
Henan,2002,1410.41,1330.63,21.59,38.34,19.85,,4498,3800,3378.02,3036.502178,341.517822,640,3437.22,52847.92,570.01,493.5373,366.4908,89.2,37.8465,39.0047,36.0001,8990,1586,5206,2421,422,302,2.5375
Hubei,2002,401.87,399.28,1.68,0.65,0.26,,2751.98,2107.632,301.94,300.551076,1.388924,102.78,279.14,31506.97,278.2391583,237.7466822,218.795592,14.64891478,4.302175465,10.0973,10.0714,23,1,9,30,,112.0984,0.7562
Hunan,2002,537.93,534,3.2,0.54,0.19,,5653.1,3908.5,483,482.88,0.12,146.8,526,35286,472.53995,420.84585,396.8608,15.91605,8.069,3,3,3,3,,8,,62.7053,0.9598
Guangdong,2002,413.1406,413.04,0.1004,,,,3162.15,2062.33,31.24,31.24,,46.68,25.21,96613.9,348.5309,231.2612,225.75,5.0198,0.4914,11.1014,10.8248,,,,8,,32.8266,1.2736
Guangxi,2002,807.96,766.48,38.36,0.05,3.07,,2656.54,3029.29,232.43,232.43,,129.08,181.54,22918.33,248.54961,204.9973,190.76,11.5927,2.6446,3.1101,3.1007,,,,,,14.9547,0.636
Hainan,2002,149.47,149.47,,,,,273.24,309.09,94.81,94.81,,28.56,90.15,6960.62,39.688514,27.070626,23.260526,2.5688,1.2413,0.0365,0.0365,,,,,,3.1108,0.0455
Chongqing,2002,168.14,164.47,2.36,0.22,1.09,,1748.96,1690.56,213.03,212.838273,0.191727,43.64,207.1,11482.01,152.9855,134.3212,126.9273,5.0311,2.3628,8.0952,8.0952,8,8,,4,,31.5797,0.4911
Sichuan,2002,1161.45,1067.4,78.09,7.84,8.12,,6202.56,5376.22,1329,975.6189,353.3811,218.82,1094,37148.5,568.0127,499.29,458.85,23.64,16.8,39.315,38.9321,4800,378,2129,433,30,121.1137,2.9396
Guizhou,2002,771.04,692.57,76.23,0.18,2.06,,1285,1869.07,360.74,339.64,21.1,66.99,200.65,4519.53,138.639043,128.67863,115.2135,8.970693,4.494437,2.527202247,2.527202247,301.68,48,253.68,36.08,,7.927141579,0.173606
Yunnan,2002,930.2259,750.39,83.0678,31.9836,64.7845,,2259.86,2486.9,784.13,689.25027,94.87973,153.81,417.64,9652.3,235.8334,218.737,195.8607,15.6801,7.1962,19.0439,17.5178,1569,325,963,92,34,13.1574,0.6365
Xizang,2002,633.28,577.13,42.4,12.36,1.39,,14.4,23.7,1782.39,642.58,1139.81,89.48,530.38,0,17.2176,17.2176,0.9182,9.4034,6.896,24.3075,19.0061,8472,147,2970,1468,815,0.2539,
Shaanxi,2002,306.86,267.55,1.43,26.74,11.14,,770.1,735.2,760.06,594.41,165.65,71.13,447.02,5505,86.98842,76.46272,60.22182,9.3908,6.8501,83.0786,54.0298,3220,1601,388,1055,637,46.3563,0.2923
Gansu,2002,590.91,378.96,26.06,120.65,63.28,1.96,639.01,625.05,1209.06,307.222146,901.837854,89.5,583.69,3017.66,70.12536,64.83476,46.00872,9.487,9.33904,17.267,16.8446,15314,5277,3229,1573,356,12.4102,0.141
Qinghai,2002,462.18,410.66,27.31,9,14.31,0.9,104.55,104.76,1732.85,295.62421,1437.22579,91.28,475.35,188.56,22.7875,22.1997,7.1703,7.0293,8.0001,23.5277,22.0342,15930,1043,4670,763.97,314,1.3672,0.0481
Ningxia,2002,90.45,62.36,0.71,18.9,8.41,0.07,138.2,126.22,476.03,128.147276,347.882724,23.26,288.71,1475.14,18.9059,16.1737,8.7915,2.9071,4.4751,30.7704,30.7472,6718,244,1476,873,426,9.0424,0.1034
Xinjiang,2002,654.43,414.1,99.71,122.22,2.59,15.81,202.3,205.1,3908.2,626.4,3281.8,188.7,2363.04,6196.54,100.16,83.3757,14.86,25.8985,42.6172,101.1339,94.8672,74422,28832,15863,3361,1034,22.6366,0.3497
Beijing,2003,32.97,29.8,0.48,1.82,0.87,,466.97,248.5,182.98,57.94,125.04,29.84,300.95,16672.15,70.25906214,42.56486014,32.68806014,5.1798,4.697,63.6735,63.2919,1245,42,1203,397,153,16.1755,0.3231
Tianjin,2003,48.77,42.91,0.55,3.79,1.52,,412.94,245.09,106.49,39.33,67.16,32.82,142.45,9441.88,53.4206,40.7408,32.211,5.4147,3.1151,43.2268,43.2264,1186,81,1105,95,1,24.2486,
Hebei,2003,944.28,737.09,36.83,121.05,49.31,,3875.1,2763.41,2209.71,911.06,1298.6,526.73,2179.48,63314.07,502.4093,397.8592,290.2523,78.5867,29.0202,207.6101,197.9021,30004,4345,12614,4075,958,415.1898,0.6485
Shanxi,2003,294.09,218.34,4.7,35.53,35.52,,610.24,462.53,1015.77,415.4,600.4,49.76,496.99,3381.67,66.508,60.6654,46.7852,6.6687,7.2115,55.6342,53.241,8401,1724,972,1715,672,50.3488,0.2818
Neimenggu,2003,615.43,409.73,72.02,78.64,47.48,7.56,791.91,647.73,4450.15,1617.23,2832.92,149.07,2867.74,9234.94,162.7246,140.6134,71.2719,24.0252,45.3163,312.2129,308.0222,69255,38240,13990,5793,5338,34.4437,0.2653
Liaoning,2003,455.03,301.88,33.33,91.86,27.96,,1712.8,1275.42,1076.86,471.1,605.8,224.63,403.1,47962,280.1452,186.8741,147.9091,33.8692,5.0958,46.4086,42.6899,10587,4385,5572,1393,719,169.5053,0.1075
Jilin,2003,599.41,500,64.38,18.29,16.74,,1127.08,523.89,392,60.04,331.96,322.01,303,44323.55,218.5029,128.5437,84.531,40.2513,3.7614,23.2841,22.6804,24453,19507,3504,401,50,90.0092,0.6321
Heilongjiang,2003,592.29,526.39,53,7.7,5.2,,1174.2,1046.22,1029.5,403,626.5,203.52,422.7,14273.08,151.4638,122.1706,85.5715,29.9303,6.6688,303.9465,300.4701,20606,7452,13154,713,393,90.2852,0.7016
Shanghai,2003,6.28,6.28,,,,,410,195,62,53.5,8.5,0.15,72,14800,50.839,25.54,24.6,0.06,0.88,27.0508,27.0508,45,,45,131,,15.0703,0.1032
Jiangsu,2003,74.12,66.4,0.87,5.98,0.87,,3009.06,1992.96,1205.14,1184.81,20.33,29.9,1548.04,61151.7,354.7791,244.3936,221.1648,5.583,17.6458,49.9508,49.781,646,398,248,10,8,188.1862,0.6349
Zhejiang,2003,38.9,38.9,,,,,1792.01,1132.38,262.9,138.5,124.4,9.56,200.21,20761.32,153.9336,122.2195,117.2357,1.3788,3.605,24.7275,24.7275,1671,,1671,70.65,,42.2043,8.1391
Anhui,2003,496.3255,492.5555,1.03,2.13,0.61,,2557.166,2019.31444,1049.922,1047,2.9,248.96,1077.9,45328.34,329.636792,259.632682,209.687612,34.854498,15.090572,9.0176,9.0138,126,14,112,93,4,119.7758,1.156
Fujian,2003,109.93,109.93,,,,,1603.126454,1180.808981,123.77,123.77,,25.58,118.65,17210.95,146.2315203,120.5513688,116.4333688,2.4844,1.6336,19.5049,19.1903,,,,10,,42.3956,0.7238
Jiangxi,2003,358.55,358.55,,,,,1858.8,1301.18,103.67,88.26,15.41,72.54,86.97,30856.47,195.2222,151.0958,142.7407,6.9627,1.3924,10.8862,10.8862,,,,,,37.0631,0.9609
Shandong,2003,1143.8506,1040.1706,16.89,72.54,14.25,,4016.1626,2975.2145,3133.6745,2443.85,689.82,509.11,3466.05,135918.96,662.1097,445.2146,332.6371,79.65,32.9275,148.3766,124.3868,19761,4553,15208,8791,916,424.6878,1.0327
Henan,2003,1469.45,1396,21.56,34.53,17.36,,4850,3914,3315.8,2921.9,393.9,652.8,3780,59300,603.5504,521,386,93,42,52.6,49.6,10680,1674,6195,2639,394,326.2,3.8229
Hubei,2003,404,401.49,1.65,0.66,0.2,,3000.7,2123.34,327.11,326.3,0.8,104.45,319.68,33297.39,301.142139,258.398261,238.584338,14.886935,4.926988,11.0714,11.0714,20,,,452,,117.3735,0.8385
Hunan,2003,560.27,556.2,3.36,0.52,0.19,,5905.8,4108.7,588.37,588.25,0.12,148.3,604.9,41497,503.7902,444.796,419.3258,16.0787,9.3915,5.2508,5.2508,3,3,,10,,64.5865,0.8741
Guangdong,2003,398.42,398.26,0.12,,,,3269.71,1961.05,27.76,27.8,,53.26,28.66,102183.02,359.5994,240.8087,234.45,5.8056,0.5531,10.821,10.5505,,,,11,,32.5169,1.2598
Guangxi,2003,802.72,760.61,38.74,0.07,3.3,,2555.14,2637.67,246.57,246.6,,144.35,194.36,21206.93,227.1319,195.5113,179.7608,12.93,2.8205,3.8231,3.8166,,,,,,14.9628,0.6269
Hainan,2003,147.04,147.04,,,,,346.27,346.56,93.86,93.86,,30.48,92.43,8145.5,46.99534,32.345625,28.381725,2.7079,1.256,0.0604,0.0604,,,,,,2.5912,0.0524
Chongqing,2003,173.15,169.88,2.24,0.21,0.82,,1818.39,1719.56,245.09,244.9,0.2,45.95,235.33,12658.06,160.5516,140.1439,132.0965,5.3281,2.7193,9.0608,9.0608,5,5,,11,,35.3554,0.601
Sichuan,2003,1175.85,1078,81.47,8.15,8.23,,6236.87,5564.87,1370.2,1030.8,339.4,236.5,1133.4,41086.2,581.7688,504.6,461.6,25.6,17.4,45.8357,45.44,5059,456,2254,412,21,133.612,3.2944
Guizhou,2003,801.88,721.66,77.88,0.14,2.2,,1398.15,1867.47,391.9,369.84,22.06,80.39,223.73,5355.64,152.52783,141.558934,126.934473,10.126961,4.4975,3.38073,3.377216,347.23,63,284.23,27,1,9.116213,0.1394
Yunnan,2003,941.5,762.57,81.18,32.61,65.14,,2384.5398,2554.13,809.56,716.19,93.37,170.67,470.62,10682.98,253.6854,234.5279,208.7681,17.5817,8.1781,23.3763,21.7489,1758,338,937,100,6,14.3853,0.6787
Xizang,2003,647.76,591.41,43.06,11.8,1.49,,13.94,25.22,1779.03,644.4,1134.63,96.28,516.19,0,19.0128,19.0128,0.8758,10.7699,7.3671,25.1378,19.627,8746,196,3324,1181,853,0.2185,
Shaanxi,2003,322.4,285.55,1.45,25.14,10.26,,816.4,722.1,877.18,681.32,195.86,78.64,518.91,5918.89,92.06809,80.38319,61.96989,10.47,7.9433,107.0995,74.2077,4187,1872,450,1148,765,49.0472,0.31
Gansu,2003,599.14,390.43,26.4,117.51,62.4,2.4,675.87,630.15,1236.29,303.9,932.4,100.5,660.83,3322.79,75.88442,69.88892,48.66264,10.653,10.57328,22.5591,22.184,16976,5709,4013,1646,370,13.4419,0.1477
Qinghai,2003,455.94,405.59,26.79,8.37,14.3,0.89,105.35,101,1761.69,315.66,1446.04,93.46,508.58,248.82,23.6651,23.0046,7.4195,7.0932,8.4919,23.5113,22.1398,16483,450,3873,866,319,1.4005,
Ningxia,2003,95.84294612,70.50294612,0.65,17.59,7.04,0.06,165.0927853,125.0538772,474.4085344,97.04,377.37,30.59,357.49,1692.5,23.38118795,19.91791164,10.65557595,3.742495558,5.519840133,38.6782,38.5851,7389,469,1784,843,444,8.7093,0.0629
Xinjiang,2003,694.53,453.06,99.39,124.02,2.48,15.58,240.7,191.17,4104.3,657.15,3447.15,202.23,2626.94,7360.97,110,91.7238,17.4057,28.7743,45.5438,120.8486,113,78419,28287,17737,3658,1143,23.6194,0.3926
Beijing,2004,31.74,29.25,0.32,1.53,0.64,,460.52,243.24,158.47,37.57,120.9,28.96,315.92,17419.5,70.8365,41.8119,31.8148,5.0894,4.9077,70.0776,70.041,1260,28,1232,320,128,15.8858,0.3036
Tianjin,2004,48.7172,43.4163,0.4119,3.5783,1.3107,,446.61,252.42,93.6128,19.0188,74.594,33.84,143.97,8500.31,53.7292,41.7876,33.0538,5.5829,3.1509,54.2411,54.2407,820,56,764,67,1,24.383,
Hebei,2004,988.9,795.48,35.53,112.56,45.33,,4160.14,2945.91,2361.7,947.963141,1413.736859,557.85,2346.44,65273.75,533.9521,427.3805,313.3789,82.9053,31.0963,276.9485,266.4643,31678,5375,12955,3760,863,432.9416,0.7259
Shanxi,2004,283.66,212.15,4.23,33.68,33.6,,610.52,452.73,998.79,404.6087418,594.1812582,49.94,497.64,3397.24,66.5585,60.7503,46.8241,6.6997,7.2265,63.6682,61.1497,8632,1687,998,1687,706,52.0443,0.269
Neimenggu,2004,718.19,514.72,68.74,81.58,45.03,8.12,875.84,711.22,5318.48,1719.13,3599.35,186.33,3782.99,12603.18,201.3481,169.8689,80.7935,28.7156,60.3598,502.064,497.8733,85670,45614,14181,6329,5956,38.749,0.3377
Liaoning,2004,476.91,329.05,31.29,91.81,24.76,,2102.16,1364.84,1204.54,569.6343901,634.9056099,247.92,483.7,51223.42,318.3809,218.6951,175.2902,37.2899,6.115,62.2755,58.4479,10821,4134,6255,1635,894,192.3857,0.1788
Jilin,2004,615.15,525.03,57.83,16.74,15.55,,1159.09,568.04,410,62.45,347.55,335.01,320,45500.03,243.52115,151.49275,98.52265,48.97,4.0001,26.0031,25.3245,24566,18876,3669,401,55,95.0046,0.7316
Heilongjiang,2004,590.78,532.77,45.5,7.69,4.82,,1295.53,1217.28,1153.57,448.21403,705.36,214.31,582.87,14943.9,165.3417,134.3064,93.8719,31.4213,9.0132,378.0617,374.4782,24391,7574,16817,712,690.5,98.2877,1.18842
Shanghai,2004,1.23,1.23,,,,,106.53,50.75,61.915,55.35201,6.56299,0.05,53.61,3149.88,12.4745,6.5935,5.8357,,0.7457,25.2001,25.2001,23,,23,107,,10.5122,0.05
Jiangsu,2004,74.05,65.82,1.11,5.73,1.39,,2988.63,1910.78,1196.89,1176.7,20.19,28.43,1523.52,58258.68,346.8478,242.431,219.7532,5.2915,17.3863,56.8974,53.6146,672,416,256,16,6,175.3895,0.596
Zhejiang,2004,39.31,39.25,0.06,,,,1893.08,1125.27,256.72,131.22,125.5,9.94,212.22,19174.84,161.7705,131.7205,126.4322,1.467,3.8213,25.9523,25.9523,1768,,1768,603,,42.0666,7.3918
Anhui,2004,464.3765343,461.7965343,0.64,1.51,0.43,,2531.31,1968.959166,953.8455922,951.610288,2.235304118,253.97,1173.56,48245.28,333.7124698,259.5525485,207.56742,35.55524,16.42988853,10.1876,10.1856,140,5,135,105,3,120.0074,1.1229
Fujian,2004,107.84,107.84,,,,,1725.895663,1241.810541,128.94,128.94,,28.79,131.79,17914.58,151.2622727,126.145627,121.513827,2.8263,1.8055,21.1412,20.7997,,,,,,43.4384,0.8421
Jiangxi,2004,366.39,366.39,,,,,2051.05,1441.45,107.35,94.25,13.1,90.04,96.97,32738.71,217.6855,171.4979,161.2125,8.7147,1.5707,11.6327,11.6008,,,,,,40.8111,1.0387
Shandong,2004,1089.08,998.83,15.45,62.96,11.84,,4330.24,3058.19,3286.77,2590.76,696.01,530.6,3641.44,146834.98,696.53,460.9972,346.4193,79.5898,34.9881,188.679,160.8798,20082,4981,15101,8553,934,432.8712,0.8436
Henan,2004,1491.19,1423.92,19.4,33.1,14.77,,5189,4232,3910,3439.955562,470.0444379,672.38,3953.88,62858,641.5308,553.289,410.318,98.325,44.646,78.9,74.5,11182,1768,6665,2731,409,347.4,4.0523
Hubei,2004,409.09,406.71,1.64,0.53,0.21,,3126.15,2190.04,343.63,342.7616808,0.868319185,111.76,356.57,33907.28,309.323818,262.41339,240.71355,15.86992,5.82992,11.6728,11.6728,9,,,15,,118.1061,0.8221
Hunan,2004,587.87,583.55,3.64,0.49,0.19,,6088.69,4343.43,671.08,670.96,0.12,154.56,662.12,42816.63,517.090575,456.069675,429.1177,16.8486,10.103375,6.657,6.657,3,3,,7,,88.0924,1.0033
Guangdong,2004,395.11,394.97,0.14,,,,3308.95,1989.05,32.23,32.23,,58.84,33.97,98744.44,360.458,244.6837,237.73,6.3253,0.6284,11.2176,10.9372,,,,9,,31.6745,1.2385
Guangxi,2004,783.28,739.71,39.86,0.06,3.65,,2462.45,2670.99,278.06,278.06,,163.48,217.71,20166.09,210.4943,179.5351,161.7424,14.5971,3.1956,4.8737,4.819,,,,,,16.1427,0.6952
Hainan,2004,147.04,147.04,,,,,392.78,370.21,90.13,90.13,,31.88,95.02,9218.53,52.256209,36.270382,32.144882,2.8503,1.2752,0.1009,0.1009,,,,,,2.6784,0.0832
Chongqing,2004,167.22,163.74,2.36,0.2,0.92,,1900.22,1720.16,285.62,285.4557202,0.164279806,52.72,285.63,13696.02,168.4445,146.25,137.1162,5.7293,3.4045,8.6236,8.5143,4,4,,2,,36.5516,0.6231
Sichuan,2004,1207.5785,1105,84.7936,8.6421,9.1428,,6489.8,5627.31,1479,1134.312085,344.6879146,250,1224,43551,609.1304,526,480.2,27,18.8,53.0047,52.6128,5375,712,2455,426,23,145.2134,3.2613
Guizhou,2004,839.88,758.86,78.53,0.18,2.31,,1328.21,2033.14,420.98,398.92,22.06,91.38,248.8,6037.64,147.950108,136.39294,119.991026,11.382704,5.01921,3.607915,3.562625,318.16,56.43,261.73,30,2,9.920174,0.1784
Yunnan,2004,966.6096,788.62,79.7556,32.8838,65.3502,,2585.92,2605.49,853.16,759.61,93.55,190.21,512.48,11452.67,277.7983,257.0988,228.3367,19.8141,8.948,28.3353,26.855,1704,316,1064,75,1,16.486,0.6737
Xizang,2004,667.61,612.77,42.5,10.83,1.51,,15.26,26.17,1815.58,664.44,1151.14,105.1,475.93,0,20.825,20.825,1.0418,12.1891,7.5941,26.2032,20.289,9125,157,3447,1153,853,0.2937,
Shaanxi,2004,335.08,300.9,1.3,23.43,9.45,,932.4,756.6,941.76,733.02,208.74,83.73,571.27,5853.19,101.63051,89.51801,69.91941,11.1632,8.4354,125.5196,96.1935,5286,2349,1733,1230,835,48.3789,0.2817
Gansu,2004,586.49,381.29,25.44,116.62,61.09,2.05,669.42,641.01,1302.37,301.9711105,1000.398889,104.37,701.79,3419.9,76.64054,70.69884,48.19824,11.27196,11.22864,25.8662,25.5116,20148,5831,3992,1633,327,13.7287,0.1338
Qinghai,2004,432.83,383.77,27.11,8.69,12.55,0.71,114.45,106.28,1763.71,328.82,1434.89,97.19,535.99,236.43,24.8167,24.1557,8.0136,7.2983,8.8438,24.095,22.75,16629,743,4515,1105,341,1.4062,0.0746
Ningxia,2004,108,85.65,0.49,16.07,5.75,,155.66,117.63,493.49,83.36,410.13,34.52,370.65,1498.44,24.3505,20.8793,10.1639,4.6554,6.06,46.925,46.0576,8689,990,1971,787,259,7.8151,0.0849
Xinjiang,2004,716.56,482.3,95.78,120.82,2.36,15.3,304.19,206.67,4266.73,669.47,3597.26,220.8,2790.53,8387.23,128.12995,107.65,24.58,30.42,52.65,139.72895,133.32,84906.53,28737.75,19255.98,4229.14,1228.2,24.986335,0.48035
Beijing,2005,26.55,24.4,0.24,1.36,0.55,,448.72,218.78,126.03,27.96,98.07,24.54,256.13,16852.53,66.6932,39.6619,31.3309,4.3758,3.9552,64.2216,64.199,1132,14,1118,224,93,15.967,0.3282
Tianjin,2005,49.39,44.4,0.31,3.6,1.07,,481.45,255.45,84.69,21.62,63.07,37.83,140.11,9205.64,57.7821,44.9137,35.6321,6.2413,3.0403,63.4138,63.4135,831,58,773,68,,23.4686,
Hebei,2005,1019.05,826.88,33.13,104.11,40.47,,4510.58,3064.39,2481.97,1000.2,1481.8,579.26,2541.99,70579.79,571.9014,457.9568,337.3696,86.8593,33.7279,348.6373,340.3456,36466,6866,14341,3565,890,458.9667,0.7608
Shanxi,2005,312.67,218.59,3.9,32.43,31.11,,627.12,463.28,1029.34,421,608.3,51.58,513.22,3494.22,68.2425,62.2349,47.8821,6.9254,7.4274,73.7541,71.2781,8805,1733,1122,1740,795,56.8789,0.2812
Neimenggu,2005,783.28,576.42,67.89,86.82,43.61,8.54,957.72,738.65,5419.99,1711.03,3708.97,218,4539.6,14535.89,229.4646,193.6222,87.5931,33.5973,72.4318,696.8648,691.0481,94902,44841,14943,7558,6395,46.178,0.4641
Liaoning,2005,495.9246,344.7355,28.1931,98.8591,24.1369,,2301.86,1453.55,995.6221,510.7,484.9,278.81,563,54757.84,347.92206,240.60896,191.2416,42.2495,7.11786,78.8344,74.8764,10412.042,3618.241,6590.844,1679.611,1052.842,224.0456,0.1941509
Jilin,2005,634.94,550.03,53.65,16.78,14.48,,1272.38,615.19,430.01,64.96,365.05,350.02,335.01,47997.98,260.1532,163.3347,108.1523,51.0023,4.1801,30.002431,29.4037,19971.18,15430.87,4451.94,425,60,100.001828,0.77594
Heilongjiang,2005,580.8,527.14,41.25,7.61,4.79,,1392.24,1316.83,1180.3,408.88,771.42,212.86,693.7,15096.34,173.5125,142.278,100.4429,31.1094,10.7257,444.2245,440.2393,25734,7965,17769,874,790.5,102.7366,1.12862
Shanghai,2005,5.44,5.5,,,,,280,156,30.1,27.6,2.5,0.3,46.63,7700,31.337706,18.692626,18.01511,0.07,0.607516,23.76327,23.76327,14.53,,14.53,112.21,,8.4032,
Jiangsu,2005,73.88,64.61,1.35,6.39,1.53,,2974.88,1927.2,1174.99,1155,20,30.71,1569.06,61706.22,352.3427553,242.1232,218.5382,5.7094,17.8756,57.8992,56.6204,640,408,232,32,1,182.005,0.7079
Zhejiang,2005,35.64,35.54,0.06,,,,1867.07,1213.15,222.35,105.4,117,9.25,218.03,21624.47,165.3482,130.4359,125.1359,1.3779,3.9221,26.6685,26.6685,2045,,2045,552,,44.5172,7.9325
Anhui,2005,433.6,431.8247504,0.35,1.12,0.34,,2629.49347,2034.04277,921.2632978,918.5,2.8,235.58,1171.66,48794.44,340.1257384,265.0023784,215.6184645,32.98073926,16.4031746,11.0491,11.0186,129,4,125,193,4,122.0556,1.1258
